source,game,period,draw_date,draw,trial,open_no,source_url,source_note,non_official,status_code,parse_ok,error
一定牛/ydniu,排列五,2026115,2026-05-05,33301,20219,,https://m.ydniu.com/kaijiang/pl5/sjh/2026115.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026115,2026-05-05,581,764,,https://www.3d178.cn/kaijiang/2026/2026115.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026115,2026-05-05,581,229,837,https://www.8200.cn/kjh/3d/2026115.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026116,2026-05-06,951,943,,https://www.8200.cn/kjh/p3/2026116.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026116,2026-05-06,95143,86858,,https://m.ydniu.com/kaijiang/pl5/sjh/2026116.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026116,2026-05-06,020,600,,https://www.3d178.cn/kaijiang/2026/2026116.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026116,2026-05-06,020,851,574,https://www.8200.cn/kjh/3d/2026116.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026117,2026-05-07,091,479,,https://www.8200.cn/kjh/p3/2026117.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026117,2026-05-07,09128,77278,,https://m.ydniu.com/kaijiang/pl5/sjh/2026117.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026117,2026-05-07,411,934,,https://www.3d178.cn/kaijiang/2026/2026117.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026117,2026-05-07,411,278,193,https://www.8200.cn/kjh/3d/2026117.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026118,2026-05-08,272,685,,https://www.8200.cn/kjh/p3/2026118.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026118,2026-05-08,27231,12111,,https://m.ydniu.com/kaijiang/pl5/sjh/2026118.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026118,2026-05-08,132,826,,https://www.3d178.cn/kaijiang/2026/2026118.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026118,2026-05-08,132,869,234,https://www.8200.cn/kjh/3d/2026118.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026119,2026-05-09,222,259,,https://www.8200.cn/kjh/p3/2026119.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026119,2026-05-09,22219,00243,,https://m.ydniu.com/kaijiang/pl5/sjh/2026119.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026119,2026-05-09,112,150,,https://www.3d178.cn/kaijiang/2026/2026119.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026119,2026-05-09,112,747,053,https://www.8200.cn/kjh/3d/2026119.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026120,2026-05-10,296,312,,https://www.8200.cn/kjh/p3/2026120.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026120,2026-05-10,29648,54806,,https://m.ydniu.com/kaijiang/pl5/sjh/2026120.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026120,2026-05-10,734,820,,https://www.3d178.cn/kaijiang/2026/2026120.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026120,2026-05-10,734,425,963,https://www.8200.cn/kjh/3d/2026120.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026121,2026-05-11,040,570,,https://www.8200.cn/kjh/p3/2026121.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026121,2026-05-11,04033,78862,,https://m.ydniu.com/kaijiang/pl5/sjh/2026121.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026121,2026-05-11,393,339,,https://www.3d178.cn/kaijiang/2026/2026121.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026121,2026-05-11,393,309,012,https://www.8200.cn/kjh/3d/2026121.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026122,2026-05-12,747,726,,https://www.8200.cn/kjh/p3/2026122.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026122,2026-05-12,74761,71388,,https://m.ydniu.com/kaijiang/pl5/sjh/2026122.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026122,2026-05-12,346,299,,https://www.3d178.cn/kaijiang/2026/2026122.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026122,2026-05-12,346,918,295,https://www.8200.cn/kjh/3d/2026122.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026123,2026-05-13,955,675,,https://www.8200.cn/kjh/p3/2026123.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026123,2026-05-13,95512,94302,,https://m.ydniu.com/kaijiang/pl5/sjh/2026123.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026123,2026-05-13,200,366,,https://www.3d178.cn/kaijiang/2026/2026123.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026123,2026-05-13,200,204,743,https://www.8200.cn/kjh/3d/2026123.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026124,2026-05-14,785,708,,https://www.8200.cn/kjh/p3/2026124.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026124,2026-05-14,78532,13297,,https://m.ydniu.com/kaijiang/pl5/sjh/2026124.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026124,2026-05-14,280,617,,https://www.3d178.cn/kaijiang/2026/2026124.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026124,2026-05-14,280,376,624,https://www.8200.cn/kjh/3d/2026124.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026125,2026-05-15,867,212,,https://www.8200.cn/kjh/p3/2026125.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026125,2026-05-15,86721,61613,,https://m.ydniu.com/kaijiang/pl5/sjh/2026125.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026125,2026-05-15,954,066,,https://www.3d178.cn/kaijiang/2026/2026125.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026125,2026-05-15,954,192,249,https://www.8200.cn/kjh/3d/2026125.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026126,2026-05-16,835,462,,https://www.8200.cn/kjh/p3/2026126.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026126,2026-05-16,83526,50394,,https://m.ydniu.com/kaijiang/pl5/sjh/2026126.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026126,2026-05-16,846,601,,https://www.3d178.cn/kaijiang/2026/2026126.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026126,2026-05-16,846,807,142,https://www.8200.cn/kjh/3d/2026126.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026127,2026-05-17,936,829,,https://www.8200.cn/kjh/p3/2026127.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026127,2026-05-17,93603,19969,,https://m.ydniu.com/kaijiang/pl5/sjh/2026127.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026127,2026-05-17,700,957,,https://www.3d178.cn/kaijiang/2026/2026127.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026127,2026-05-17,700,348,893,https://www.8200.cn/kjh/3d/2026127.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026128,2026-05-18,512,381,,https://www.8200.cn/kjh/p3/2026128.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2026128,2026-05-18,51228,25138,,https://m.ydniu.com/kaijiang/pl5/sjh/2026128.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2026128,2026-05-18,776,924,,https://www.3d178.cn/kaijiang/2026/2026128.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2026128,2026-05-18,776,782,927,https://www.8200.cn/kjh/3d/2026128.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2026129,2026-05-19,683,581,,https://www.8200.cn/kjh/p3/2026129.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
